Feature1,Feature2,Target
-0.8729289816282879,0.01304199759555591,1
1.3129346253874012,2.7705335716719404,1
2.340428177066485,2.4209960088879168,1
2.294547743693917,-0.40438018805735165,1
0.9441051563294584,0.4772409041171538,1
-0.11959688610980757,0.5089131357335736,0
0.1510846966642332,0.8100767732201676,1
-0.0074544069644085775,-0.45284256458700733,0
-1.2539692507115088,0.0676923618046904,0
-0.24392414710557742,1.1997980579394445,0
-1.9208927995370892,2.918949895871104,0
0.4880626915133037,3.5057858449671846,0
2.2575120380855114,1.815150886157825,1
-3.121909083375417,0.6222014461788723,0
1.877681131253484,0.5109598389099089,1
0.4678554179481158,0.7871927987068101,0
0.4840480866622471,0.04843841662385562,1
-0.5423551836346904,3.4953694219501803,0
1.0423581760999294,1.102049176538559,1
1.6336713314630882,0.5921932778270375,1
1.857567777538502,1.7382646960940218,1
-2.411679535851465,-0.8062091360604746,0
0.874819182527681,0.4881566419701886,1
0.09529002044068013,0.5752655458548885,0
-1.6499422348345125,-0.06695916861284412,0
-0.6524534937695325,-0.19158948780777219,1
2.1025208105373947,2.346844042628007,1
2.9574463029641564,2.014180308746272,1
-1.7005630914469088,-0.19333845782149606,0
0.8620435565137136,0.6649899309675438,1
0.30162791131955324,0.22791173377140928,0
1.967345073708668,1.8261010940321878,1
-0.6910388957407573,0.46491472297947023,0
3.663322206320934,2.1536798054857558,1
2.34878990267761,2.7068012186503987,1
-0.1019113565589087,2.462197495961358,0
-1.099363505481096,1.4769112486422176,0
-0.4799519691786681,2.038910750777192,0
-2.541547427814106,1.0249125481207908,0
0.3573444773196015,1.0756637440079229,0
-1.5479611233462474,1.7099420891843278,0
0.4187314369480968,-0.06259904221322055,0
-0.7213149287198504,-0.4642012678640064,0
1.251972216375169,0.9201718465048903,1
-0.4489108149957436,0.07879940344742697,0
-1.7070708199727285,0.4998321207033122,0
-0.1386627911114271,-0.7979378532393187,0
0.5417821444570476,0.011959394192547435,0
1.7879748819599164,1.5141273335353738,1
-1.1513420108508485,0.7692753111688478,0
1.1068843220944873,0.5443282652539321,1
-1.0054415439285418,1.5289732815540482,0
-2.412015423709524,-0.7357017951101579,0
0.6947207223925151,0.42543324123754644,1
0.4417761364351702,0.1061103891403159,1
-0.38380102725705745,2.4723241273489527,0
-2.40818907360263,-0.5113940905035548,0
-1.7669187468162,-0.09986487151337653,0
0.8012526053192905,1.6848983636798196,1
2.971449187037373,1.5559682519335118,1
-0.20876698986994002,1.1265468141713508,0
-1.5434071975585688,2.5851345562192503,0
3.470555701265805,1.8015758684712002,1
-1.4034916551808931,0.5694988004813293,0
-2.493808576360128,0.37984677341822504,0
-1.724578448461162,0.6190380152652257,0
0.17855096289159023,-0.8202022930979505,0
-0.9387710310697897,0.5951932988116511,0
0.8263203070875361,0.7411766301394098,1
-1.528528448213078,0.8515365084609612,0
-1.4654560928634313,1.2724129123738175,0
-0.3581415045600924,2.8007862368650516,0
0.655114140268658,1.5252225684064404,1
1.4346428680180399,0.880796356664722,1
-0.3721760679097932,0.5693816732456383,1
-0.6040435708554468,1.2861736920836289,0
-0.12478222042019627,0.4097961267980357,1
2.177956247732284,2.073412231008816,1
1.2293595574311582,1.0360449936083285,1
-0.7288611239319653,-1.2219982178951807,0
0.0778547586481203,-0.13794296214848045,1
-1.1966775653297868,-1.1316810951114658,0
2.0706309048319254,1.6257910714439303,1
2.642685267776634,2.057460832978311,1
0.6858354180870503,-0.4261364985658873,0
0.2520805163992548,0.7010430723270111,0
2.7258857757104744,0.5561293544242336,1
-1.9695403037627133,-0.08886580983950254,0
-0.6406189896370914,1.161060376245767,0
-0.7278406901503391,2.0285468288181967,0
-1.275099732681185,1.1134649013949993,0
2.068511794326797,-0.49996815376936654,1
-0.7696559316782248,0.4008160209869278,1
-1.0858224767300553,0.6147072909196215,0
0.6811592899449677,0.3232121840328752,1
-0.621545854068997,2.994622877757548,0
1.8520511083759457,-0.09118106196356512,1
0.2736933341417618,1.3022421808411748,1
2.576215645879802,1.8326009937923438,1
-2.6355945718017946,1.5600644804842312,0
0.026737832802535166,2.0143881315781487,1
-2.358880983511203,2.834544796050471,0
-0.6834150410111994,2.216632653958237,0
-1.1979936199137236,-0.05181556630104622,0
-1.0781790476277164,-1.0738596362511124,0
-0.7669939128435831,-1.002541423217202,0
-0.3549099154440587,1.5505935751284614,0
2.298016934688274,1.685196900448788,1
1.9191021302956202,0.7134102523926732,1
1.8387144874570471,-0.08952090478344532,0
2.1461190127790095,1.650191330200385,1
0.9818461615062946,0.4232150708699016,1
1.1170705143949493,1.9163358376343154,1
-0.9665063916678597,1.8214539899836955,0
0.10497060989490636,0.7036643594980123,1
1.5521446075216383,2.0883782729468767,1
1.4689634278995012,1.6015709855873135,1
-2.2709388138714566,0.6681401367871566,0
-1.39245267819219,0.29686204304436825,1
-1.19552413961447,-0.41252287559863965,1
0.007157872699480539,0.6225997479498624,1
-0.9061516951097621,0.2900733717113846,1
-1.5964353765725707,2.115277510941967,0
-0.14989682200685472,3.6172986050784934,0
1.7658478215808309,0.9528127174501769,1
0.2563304864209457,0.5358996539482848,0
-2.7705602873364503,-0.2705629879094089,1
-0.4475813878903241,0.7137628351273234,0
1.0951576966743808,1.6401751747130384,1
-0.5821557224562972,0.16041392364412865,0
-2.0915336616002174,0.5997162041801598,0
2.058868281148115,1.3730853023007636,1
1.9650865083056448,1.259796923452247,1
0.5051353346471168,0.200506290137745,1
1.1080822032916073,1.3452776935022084,1
1.5104502276491365,0.7996115917702348,1
-1.951524622978346,-0.3746856027104122,0
-2.492069716471854,0.3632465606083298,0
-1.3319563241323205,2.6828114601298516,0
-1.6064565117302483,1.996300750413159,0
-0.01661337153791942,1.117553702745881,0
0.010943775280586099,2.537627058178585,0
0.39099532524990743,1.111575788946842,1
-0.06789395837947299,1.530207237106156,0
0.04728122148654845,0.8442876491000824,1
-0.25130390881756204,0.7360820895822203,0
-0.5066060412270588,0.10678033295246014,0
1.2922558570930323,1.4457024284995503,1
1.416523038323423,1.5401642011784455,1
2.1608450630045963,1.1380549310608186,1
0.17155907345310617,0.7304828664263618,1
0.5619473917976812,1.0190205641382875,1
-1.5679730389102349,-0.7487098041187905,0
1.90943516723329,0.07475540687576088,1
1.8894475904789345,0.977292932743456,1
-0.9112130893644392,0.9413427634624091,1
-0.15653175619745907,0.37372695723813865,1
-1.2772385277464071,1.6775445159756144,0
0.1767746427001431,0.36618903671040814,1
-0.8802877321138679,0.19649561808910554,0
-2.4416866789137943,1.8434609883881614,0
0.2389030137394672,0.6984331454963668,0
-0.7180979905339135,1.2847179048430064,0
0.9705961773555911,0.5762159268986552,1
0.31440771299997605,1.1256132831493992,1
2.7402294721917286,0.5237622693463861,1
-1.2643518282264645,0.7646575122072153,0
0.6569670771993892,1.154194806146891,1
1.957955852546414,1.6281251500117482,1
1.3748972820300078,1.9532636963589645,1
-0.3080961782643452,1.9504388442869915,0
2.307997269443595,1.1634134117255541,1
0.81404363349089,-0.35848035740599626,1
0.693023020269188,2.4123205584415617,0
-0.5966654244626658,-0.09122514081840993,0
1.6591211180792307,-0.11746008205486613,1
0.7857103173889739,1.8783900462505052,0
0.6332505357967865,1.0675130236865038,1
0.6739258306043603,2.482774632572803,1
0.32688158385984134,1.0496199680065779,1
1.4696553430377814,0.7196134850997528,1
0.37226849132406503,1.3379762635739736,1
-2.5642654196834815,2.5503476447679834,0
0.5280555535248084,0.5383870163051685,1
1.9508203878140593,0.6154249276580522,1
1.1657357103301413,1.506499250083249,1
-0.4755378915509234,-0.28851949218585626,0
0.07025051469619181,1.7205147842510207,0
-0.9125222105355059,1.5114257265465922,0
0.7109987151565271,0.40604730616802676,1
0.2413837872652389,1.676681181314694,1
0.8755184236157578,0.2999297316775724,1
-0.8721749817110147,2.94816692041426,0
-0.6496264563195701,0.2703382155665768,0
3.5842558778500746,4.484225810401386,1
-2.3252392960233594,-0.9195122100703217,0
-0.7413144199746611,1.9709515533450528,0
-0.5816145677185363,1.196672420817092,0
0.871664046476045,1.6904088061834037,1
0.937103866867081,3.525580675524305,0
